"timestamp_utc","model","case","context","max_tokens","temperature","seed","prompt_source","prompt_style","target_prompt_tokens","prompt_chars","prompt_sha256","prompt_tokens","completion_tokens","prompt_tps","eval_tps","wall_seconds","wall_tps","total_ms","draft_acceptance","draft_accepted","draft_generated","exit_code","console_log","stderr_log","llama_log","flags"
"2026-06-30T17:14:06Z","C:\Users\Jun\.cache\huggingface\hub\models--Jackrong--Qwopus3.6-35B-A3B-Coder-MTP-GGUF\snapshots\manual\Qwopus3.6-35B-A3B-Coder-MTP-Q5_K_M.gguf","hip-mtp-n2-t28-ub1024","262144","1024","0","1234","C:\git\ryzen-ai-max-395-optimizations\benchmarks\prompts\book-context-10k.txt","book-context-10k","10000","42940","785c5b31d1ce77612431b1289c0a097ed51ab1a6d4a07bccfb7a70f59df55f94","8907","1024","623.2","40.5","77.5","13.21","0","0","0","0","0","C:\git\ryzen-ai-max-395-optimizations\results\qwopus36-35b-a3b-coder-mtp-gguf\logs\20260630-101249-book-context-10k-hip-mtp-n2-t28-ub1024.console.log","C:\git\ryzen-ai-max-395-optimizations\results\qwopus36-35b-a3b-coder-mtp-gguf\logs\20260630-101249-book-context-10k-hip-mtp-n2-t28-ub1024.stderr.log","C:\git\ryzen-ai-max-395-optimizations\results\qwopus36-35b-a3b-coder-mtp-gguf\logs\20260630-101249-book-context-10k-hip-mtp-n2-t28-ub1024.llama.log","-m C:\Users\Jun\.cache\huggingface\hub\models--Jackrong--Qwopus3.6-35B-A3B-Coder-MTP-GGUF\snapshots\manual\Qwopus3.6-35B-A3B-Coder-MTP-Q5_K_M.gguf -f C:\git\ryzen-ai-max-395-optimizations\benchmarks\prompts\book-context-10k.txt -n 1024 -c 262144 -ngl 999 -fa on --cache-type-k f16 --cache-type-v f16 --spec-draft-type-k f16 --spec-draft-type-v f16 --temp 0 -s 1234 -no-cnv -st --no-context-shift --no-display-prompt --log-file C:\git\ryzen-ai-max-395-optimizations\results\qwopus36-35b-a3b-coder-mtp-gguf\logs\20260630-101249-book-context-10k-hip-mtp-n2-t28-ub1024.llama.log -b 2048 -ub 1024 -t 28 -tb 28 --poll 100 --poll-batch 1 --no-mmap --spec-type draft-mtp --spec-draft-n-max 2 --spec-draft-ngl 999"
"2026-06-30T17:28:59Z","C:\Users\Jun\.cache\huggingface\hub\models--Jackrong--Qwopus3.6-35B-A3B-Coder-MTP-GGUF\snapshots\manual\Qwopus3.6-35B-A3B-Coder-MTP-Q5_K_M.gguf","hip-mtp-n2-t28-ub1024","262144","1024","0","1234","C:\git\ryzen-ai-max-395-optimizations\benchmarks\prompts\book-context-200k.txt","book-context-200k","200000","840403","a794ca243983eb3387bec6728db4b0c72a99ee2a98cfee7223269708e4ae228c","174588","1024","215","23.9","892.66","1.15","0","0","0","0","0","C:\git\ryzen-ai-max-395-optimizations\results\qwopus36-35b-a3b-coder-mtp-gguf\logs\20260630-101407-book-context-200k-hip-mtp-n2-t28-ub1024.console.log","C:\git\ryzen-ai-max-395-optimizations\results\qwopus36-35b-a3b-coder-mtp-gguf\logs\20260630-101407-book-context-200k-hip-mtp-n2-t28-ub1024.stderr.log","C:\git\ryzen-ai-max-395-optimizations\results\qwopus36-35b-a3b-coder-mtp-gguf\logs\20260630-101407-book-context-200k-hip-mtp-n2-t28-ub1024.llama.log","-m C:\Users\Jun\.cache\huggingface\hub\models--Jackrong--Qwopus3.6-35B-A3B-Coder-MTP-GGUF\snapshots\manual\Qwopus3.6-35B-A3B-Coder-MTP-Q5_K_M.gguf -f C:\git\ryzen-ai-max-395-optimizations\benchmarks\prompts\book-context-200k.txt -n 1024 -c 262144 -ngl 999 -fa on --cache-type-k f16 --cache-type-v f16 --spec-draft-type-k f16 --spec-draft-type-v f16 --temp 0 -s 1234 -no-cnv -st --no-context-shift --no-display-prompt --log-file C:\git\ryzen-ai-max-395-optimizations\results\qwopus36-35b-a3b-coder-mtp-gguf\logs\20260630-101407-book-context-200k-hip-mtp-n2-t28-ub1024.llama.log -b 2048 -ub 1024 -t 28 -tb 28 --poll 100 --poll-batch 1 --no-mmap --spec-type draft-mtp --spec-draft-n-max 2 --spec-draft-ngl 999"
